Country,Year,Residence Type,Basic service,Limited service,No handwashing facility,Open defecation,Safely managed service,Surface water,Unimproved
Argentina,2016,total,96.66844,1.25924,0.0,0.0,0.0,0.36312,1.89076
Argentina,2016,urban,97.74577500000001,1.207085,0.0,1.7296,0.0,0.0,0.18234
Argentina,2017,urban,97.74577500000001,1.207085,0.0,1.7296,0.0,0.0,0.18234
Armenia,2000,rural,65.57796,11.330449999999999,9.194189999999999,0.0,0.0,0.58814,12.520785
Armenia,2000,total,62.771860000000004,6.410833333333334,4.249680000000001,0.06251,38.482975,0.21429,5.479749999999999
Armenia,2000,urban,69.89079,3.722716666666667,1.54797,0.09666,45.40582,0.010020000000000001,1.6324699999999999
Armenia,2001,rural,66.99611999999999,10.698193333333334,9.2243,0.0,0.0,0.57599,12.200895000000001
Armenia,2001,total,63.09621333333333,6.077116666666666,4.30052,0.062229999999999994,38.61272,0.2119,5.3399600000000005
Armenia,2001,urban,70.22187,3.5209399999999995,1.57689,0.09666,45.41829,0.0105,1.544785
Armenia,2002,rural,68.41428,10.064660000000002,9.2544,0.0,0.0,0.56384,11.881005
Armenia,2002,total,62.31179666666666,5.7314099999999994,4.34126,0.06209,40.444064999999995,0.20165,5.18863
Armenia,2002,urban,70.553925,3.3188299999999997,1.60582,0.09666,45.429790000000004,0.0,1.462585
Armenia,2003,rural,69.83243,9.429843333333332,9.284510000000001,0.0,0.0,0.55169,11.561115
Armenia,2003,total,61.54196999999999,5.380579999999999,4.37818,0.061989999999999996,42.26902,0.19785,5.028129999999999
Armenia,2003,urban,70.88695,3.116386666666667,1.63475,0.09666,45.44034,0.0,1.3751350000000002
Armenia,2004,rural,71.25059,8.79374,9.31461,0.0,0.0,0.5395399999999999,11.241225000000002
Armenia,2004,total,60.77364,5.028223333333333,4.415109999999999,0.05646,44.09451,0.19403,4.869890000000001
Armenia,2004,urban,71.2215,2.9136100000000003,1.6636799999999998,0.08817,45.448809999999995,0.0,1.2919300000000002
Armenia,2005,rural,72.66875,8.15636,9.34472,0.0,0.0,0.5274,10.92133
Armenia,2005,total,60.00634333333333,4.674386666666667,4.45211,0.05095,45.921,0.19019,4.711285
Armenia,2005,urban,71.55701499999999,2.7104966666666663,1.6926,0.07968,45.456309999999995,0.0,1.2087249999999998
Armenia,2006,rural,74.08691,7.517693333333333,9.374830000000001,0.0,0.0,0.51525,10.601444999999998
Armenia,2006,total,59.25212,4.318953333333334,4.48904,0.04545,47.73088,0.18632,4.55211
Armenia,2006,urban,71.89351,2.5070566666666667,1.72153,0.0712,45.46285,0.0,1.12552
Armenia,2008,rural,76.92322,6.23652,9.435039999999999,0.0,0.0,0.49095,9.96166
Armenia,2008,total,57.76640333333333,3.6035066666666675,4.5629800000000005,0.03451,51.324704999999994,0.17851,4.232435
Armenia,2008,urban,72.56941,2.0991666666666666,1.7793900000000002,0.054220000000000004,45.47302,0.0,0.959105
Armenia,2016,rural,88.26849,1.187706666666667,9.675889999999999,0.0,0.0,0.0,7.8232
Armenia,2016,total,51.793283333333335,0.77831,4.8406,0.0,65.653335,0.0,3.0689750000000005
Armenia,2016,urban,75.27429500000001,0.5387166666666666,2.0108099999999998,0.0,45.41206,0.0,0.286625
Armenia,2017,rural,89.68665,0.6471966666666668,9.70599,0.0,0.0,0.0,7.725095
Armenia,2017,total,50.966366666666666,0.527,4.86835,0.0,67.34976,0.0,2.97601
Armenia,2017,urban,75.53341499999999,0.45671666666666666,2.03973,0.0,45.2622,0.0,0.19917500000000002
Aruba,2000,total,96.40451,0.0,0.0,1.04987,0.0,0.09162000000000001,3.0247500000000005
Aruba,2001,total,96.512985,0.0,0.0,1.08514,0.0,0.09824,2.89532
Aruba,2002,total,96.62147,0.0,0.0,1.12042,0.0,0.10485,2.7659
Aruba,2003,total,96.729945,0.0,0.0,1.1556899999999999,0.0,0.11147,2.636475
Aruba,2004,total,96.838425,0.0,0.0,1.19097,0.0,0.11809000000000001,2.5070449999999997
Aruba,2005,total,96.9469,0.0,0.0,1.22624,0.0,0.12470999999999999,2.3776249999999997
Aruba,2006,total,97.05538,0.0,0.0,1.26152,0.0,0.13133,2.2481999999999998
Aruba,2008,total,97.272335,0.0,0.0,1.33206,0.0,0.14457,1.9893450000000001
Aruba,2016,total,97.70625,0.0,0.0,1.47316,0.0,0.17104,1.4716500000000001
Australia,2000,rural,99.05667,0.0,0.0,0.0,0.0,0.4,0.54333
Australia,2000,total,35.77817,0.0,0.0,0.0,64.21299,0.06306,0.11674999999999999
Australia,2000,urban,1.6684299999999999,0.0,0.0,0.0,98.16657,0.0,0.165
Australia,2001,rural,99.05667,0.0,0.0,0.0,0.0,0.4,0.54333
Australia,2001,total,35.77817,0.0,0.0,0.0,64.21299,0.0636,0.117005
