Type,Region,Residence Type,Service Type,Year,Coverage,Population,Service level
sdg,Europe and Northern America,total,Sanitation,2011,22.86967,247883018.15201,Basic service
sdg,Europe and Northern America,rural,Sanitation,2011,46.04771,121647591.4239,Basic service
sdg,Europe and Northern America,urban,Sanitation,2011,15.39988,126235426.56416,Basic service
sdg,Europe and Northern America,total,Sanitation,2011,0.66721,7231855.11614,Limited service
sdg,Europe and Northern America,rural,Sanitation,2011,0.78571,2075657.64063,Limited service
sdg,Europe and Northern America,urban,Sanitation,2011,0.62902,5156197.47991,Limited service
sdg,Europe and Northern America,total,Sanitation,2011,0.00378,40971.48839,Open defecation
sdg,Europe and Northern America,rural,Sanitation,2011,0.01207,31890.08237,Open defecation
sdg,Europe and Northern America,urban,Sanitation,2011,0.00111,9081.40594,Open defecation
sdg,Europe and Northern America,total,Sanitation,2011,73.99873,802067934.97096,Safely managed service
sdg,Europe and Northern America,rural,Sanitation,2011,46.18842,122019312.89098,Safely managed service
sdg,Europe and Northern America,urban,Sanitation,2011,82.9614,680048623.2766,Safely managed service
sdg,Europe and Northern America,total,Sanitation,2011,2.46061,26670402.14249,Unimproved
sdg,Europe and Northern America,rural,Sanitation,2011,6.96609,18402818.80713,Unimproved
sdg,Europe and Northern America,urban,Sanitation,2011,1.00859,8267582.27212,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2011,96.78885,255694142.01759,At least basic
sdg,Europe and Northern America,total,Drinking water,2011,3.97982,43137073.22884,Basic service
sdg,Europe and Northern America,urban,Drinking water,2011,2.55692,20959473.33321,Basic service
sdg,Europe and Northern America,total,Drinking water,2011,0.42703,4628541.99273,Limited service
sdg,Europe and Northern America,rural,Drinking water,2011,0.50109,1323756.45218,Limited service
sdg,Europe and Northern America,urban,Drinking water,2011,0.40316,3304785.54264,Limited service
sdg,Europe and Northern America,total,Drinking water,2011,94.69214,1026362547.51928,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2011,96.72193,792846006.40051,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2011,0.02344,254045.92888,Surface water
sdg,Europe and Northern America,rural,Drinking water,2011,0.01619,42783.11962,Surface water
sdg,Europe and Northern America,urban,Drinking water,2011,0.02577,211262.80899,Surface water
sdg,Europe and Northern America,total,Drinking water,2011,0.87757,9511973.20135,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2011,2.69387,7116589.25536,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2011,0.29222,2395382.91257,Unimproved
sdg,Europe and Northern America,total,Sanitation,2012,22.58614,245587793.44427,Basic service
sdg,Europe and Northern America,rural,Sanitation,2012,46.06468,121147193.63174,Basic service
sdg,Europe and Northern America,urban,Sanitation,2012,15.0957,124440600.16326,Basic service
sdg,Europe and Northern America,total,Sanitation,2012,0.6572,7145982.07686,Limited service
sdg,Europe and Northern America,rural,Sanitation,2012,0.77365,2034638.40563,Limited service
sdg,Europe and Northern America,urban,Sanitation,2012,0.62005,5111343.69354,Limited service
sdg,Europe and Northern America,total,Sanitation,2012,0.00384,41785.26384,Open defecation
sdg,Europe and Northern America,rural,Sanitation,2012,0.01267,33334.09526,Open defecation
sdg,Europe and Northern America,urban,Sanitation,2012,0.00103,8451.16846,Open defecation
sdg,Europe and Northern America,total,Sanitation,2012,74.40585,809043545.53723,Safely managed service
sdg,Europe and Northern America,rural,Sanitation,2012,46.53079,122373026.82603,Safely managed service
sdg,Europe and Northern America,urban,Sanitation,2012,83.29893,686670522.11219,Safely managed service
sdg,Europe and Northern America,total,Sanitation,2012,2.34697,25519479.4778,Unimproved
sdg,Europe and Northern America,rural,Sanitation,2012,6.61821,17405472.90779,Unimproved
sdg,Europe and Northern America,urban,Sanitation,2012,0.9843,8114002.74638,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2012,96.91276,254874417.39365,At least basic
sdg,Europe and Northern America,total,Drinking water,2012,3.80095,41329249.09237,Basic service
sdg,Europe and Northern America,urban,Drinking water,2012,2.52557,20819399.19488,Basic service
sdg,Europe and Northern America,total,Drinking water,2012,0.45524,4949949.33839,Limited service
sdg,Europe and Northern America,rural,Drinking water,2012,0.50826,1336690.65331,Limited service
sdg,Europe and Northern America,urban,Drinking water,2012,0.43832,3613258.70134,Limited service
sdg,Europe and Northern America,total,Drinking water,2012,94.8799,1031665754.12408,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2012,96.71937,797301190.38754,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2012,0.02367,257425.74547,Surface water
sdg,Europe and Northern America,rural,Drinking water,2012,0.0174,45762.76301,Surface water
sdg,Europe and Northern America,urban,Drinking water,2012,0.02568,211662.98353,Surface water
sdg,Europe and Northern America,total,Drinking water,2012,0.84024,9136207.4986,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2012,2.56158,6736795.05595,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2012,0.29107,2399408.61653,Unimproved
sdg,Europe and Northern America,total,Sanitation,2013,22.30968,243295687.5676,Basic service
sdg,Europe and Northern America,rural,Sanitation,2013,46.0952,120636579.1057,Basic service
sdg,Europe and Northern America,urban,Sanitation,2013,14.79912,122659107.08532,Basic service
sdg,Europe and Northern America,total,Sanitation,2013,0.64794,7066050.74517,Limited service
sdg,Europe and Northern America,rural,Sanitation,2013,0.76204,1994345.58946,Limited service
sdg,Europe and Northern America,urban,Sanitation,2013,0.61191,5071705.11878,Limited service
sdg,Europe and Northern America,total,Sanitation,2013,0.00393,42852.02907,Open defecation
sdg,Europe and Northern America,rural,Sanitation,2013,0.01331,34824.41311,Open defecation
sdg,Europe and Northern America,urban,Sanitation,2013,0.00097,8027.61497,Open defecation
sdg,Europe and Northern America,total,Sanitation,2013,74.80305,815756308.2951,Safely managed service
sdg,Europe and Northern America,rural,Sanitation,2013,46.85751,122631616.09424,Safely managed service
sdg,Europe and Northern America,urban,Sanitation,2013,83.62718,693124688.21385,Safely managed service
sdg,Europe and Northern America,total,Sanitation,2013,2.2354,24377914.26616,Unimproved
sdg,Europe and Northern America,rural,Sanitation,2013,6.27194,16414418.38028,Unimproved
sdg,Europe and Northern America,urban,Sanitation,2013,0.96082,7963501.26016,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2013,97.10225,254128029.16045,At least basic
sdg,Europe and Northern America,total,Drinking water,2013,3.65345,39842241.81169,Basic service
sdg,Europe and Northern America,urban,Drinking water,2013,2.49645,20691256.96285,Basic service
sdg,Europe and Northern America,total,Drinking water,2013,0.46701,5092935.04537,Limited service
sdg,Europe and Northern America,rural,Drinking water,2013,0.45066,1179434.76122,Limited service
sdg,Europe and Northern America,urban,Drinking water,2013,0.47217,3913500.25792,Limited service
sdg,Europe and Northern America,total,Drinking water,2013,95.05142,1036572601.53525,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2013,96.71446,801595551.75694,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2013,0.02392,260809.60374,Surface water
sdg,Europe and Northern America,rural,Drinking water,2013,0.0186,48679.15385,Surface water
sdg,Europe and Northern America,urban,Drinking water,2013,0.02559,212130.44822,Surface water
sdg,Europe and Northern America,total,Drinking water,2013,0.80421,8770224.90595,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2013,2.42849,6355640.50753,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2013,0.29133,2414589.86714,Unimproved
sdg,Europe and Northern America,total,Sanitation,2014,22.04786,241128428.25871,Basic service
sdg,Europe and Northern America,rural,Sanitation,2014,46.13946,120148192.14789,Basic service
sdg,Europe and Northern America,urban,Sanitation,2014,14.51896,120980237.3366,Basic service
sdg,Europe and Northern America,total,Sanitation,2014,0.6397,6996189.30563,Limited service
sdg,Europe and Northern America,rural,Sanitation,2014,0.75413,1963768.98794,Limited service
sdg,Europe and Northern America,urban,Sanitation,2014,0.60395,5032420.36655,Limited service
sdg,Europe and Northern America,total,Sanitation,2014,0.00334,36487.39024,Open defecation
sdg,Europe and Northern America,rural,Sanitation,2014,0.01109,28866.08782,Open defecation
sdg,Europe and Northern America,urban,Sanitation,2014,0.00091,7621.30283,Open defecation
sdg,Europe and Northern America,total,Sanitation,2014,75.18597,822278306.24811,Safely managed service
sdg,Europe and Northern America,rural,Sanitation,2014,47.16644,122822481.33494,Safely managed service
sdg,Europe and Northern America,urban,Sanitation,2014,83.94239,699455831.65511,Safely managed service
sdg,Europe and Northern America,total,Sanitation,2014,2.12314,23219864.90041,Unimproved
sdg,Europe and Northern America,rural,Sanitation,2014,5.92888,15438948.5038,Unimproved
sdg,Europe and Northern America,urban,Sanitation,2014,0.93379,7780908.4032,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2014,97.23979,253214598.61856,At least basic
sdg,Europe and Northern America,total,Drinking water,2014,3.60484,39424704.89143,Basic service
sdg,Europe and Northern America,urban,Drinking water,2014,2.46873,20570892.60431,Basic service
sdg,Europe and Northern America,total,Drinking water,2014,0.48897,5347635.6397,Limited service
sdg,Europe and Northern America,rural,Drinking water,2014,0.44435,1157086.76553,Limited service
sdg,Europe and Northern America,urban,Drinking water,2014,0.50291,4190548.91561,Limited service
sdg,Europe and Northern America,total,Drinking water,2014,95.11271,1040208923.30368,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2014,96.71063,805848145.00334,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2014,0.03185,348321.81219,Surface water
sdg,Europe and Northern America,rural,Drinking water,2014,0.01979,51534.7626,Surface water
sdg,Europe and Northern America,urban,Drinking water,2014,0.03562,296787.05194,Surface water
sdg,Europe and Northern America,total,Drinking water,2014,0.76163,8329690.455,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2014,2.29608,5979036.91598,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2014,0.2821,2350645.4891,Unimproved
sdg,Europe and Northern America,total,Sanitation,2015,21.78195,238908273.3387,Basic service
sdg,Europe and Northern America,rural,Sanitation,2015,46.13859,119523210.73431,Basic service
sdg,Europe and Northern America,urban,Sanitation,2015,14.25043,119385062.9823,Basic service
sdg,Europe and Northern America,total,Sanitation,2015,0.63661,6982496.9464,Limited service
sdg,Europe and Northern America,rural,Sanitation,2015,0.75165,1947159.57078,Limited service
sdg,Europe and Northern America,urban,Sanitation,2015,0.60104,5035337.38667,Limited service
sdg,Europe and Northern America,total,Sanitation,2015,0.00336,36904.31655,Open defecation
sdg,Europe and Northern America,rural,Sanitation,2015,0.01131,29290.05237,Open defecation
sdg,Europe and Northern America,urban,Sanitation,2015,0.00091,7614.2643,Open defecation
sdg,Europe and Northern America,total,Sanitation,2015,75.55994,828754587.88817,Safely managed service
sdg,Europe and Northern America,rural,Sanitation,2015,47.50351,123059072.58026,Safely managed service
sdg,Europe and Northern America,urban,Sanitation,2015,84.23551,705695516.51946,Safely managed service
sdg,Europe and Northern America,total,Sanitation,2015,2.01813,22135230.21018,Unimproved
sdg,Europe and Northern America,rural,Sanitation,2015,5.59495,14493850.69468,Unimproved
sdg,Europe and Northern America,urban,Sanitation,2015,0.91211,7641377.96487,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2015,97.36236,252219717.74918,At least basic
sdg,Europe and Northern America,total,Drinking water,2015,3.58587,39330415.82119,Basic service
sdg,Europe and Northern America,urban,Drinking water,2015,2.45544,20570849.98617,Basic service
sdg,Europe and Northern America,total,Drinking water,2015,0.49217,5398192.74289,Limited service
sdg,Europe and Northern America,rural,Drinking water,2015,0.4534,1174533.3042,Limited service
sdg,Europe and Northern America,urban,Drinking water,2015,0.50416,4223659.44637,Limited service
sdg,Europe and Northern America,total,Drinking water,2015,95.16608,1043798175.50858,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2015,96.72618,810338025.2085,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2015,0.03293,361227.04774,Surface water
sdg,Europe and Northern America,rural,Drinking water,2015,0.02098,54337.42054,Surface water
sdg,Europe and Northern America,urban,Drinking water,2015,0.03663,306889.62681,Surface water
sdg,Europe and Northern America,total,Drinking water,2015,0.72295,7929481.58181,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2015,2.16327,5603995.15848,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2015,0.27758,2325484.8489,Unimproved
sdg,Europe and Northern America,total,Sanitation,2017,21.30961,235105039.02118,Basic service
sdg,Europe and Northern America,rural,Sanitation,2017,46.16919,118270117.92625,Basic service
sdg,Europe and Northern America,urban,Sanitation,2017,13.7921,116834921.75395,Basic service
sdg,Europe and Northern America,total,Sanitation,2017,0.63413,6996245.86475,Limited service
sdg,Europe and Northern America,rural,Sanitation,2017,0.75189,1926084.26355,Limited service
sdg,Europe and Northern America,urban,Sanitation,2017,0.59852,5070161.63339,Limited service
sdg,Europe and Northern America,total,Sanitation,2017,0.00337,37181.80167,Open defecation
sdg,Europe and Northern America,rural,Sanitation,2017,0.01155,29582.7309,Open defecation
sdg,Europe and Northern America,urban,Sanitation,2017,0.0009,7599.07052,Open defecation
sdg,Europe and Northern America,total,Sanitation,2017,76.2336,841071355.27935,Safely managed service
sdg,Europe and Northern America,rural,Sanitation,2017,48.10736,123235059.57691,Safely managed service
sdg,Europe and Northern America,urban,Sanitation,2017,84.73895,717836300.41506,Safely managed service
sdg,Europe and Northern America,total,Sanitation,2017,1.81928,20071821.03305,Unimproved
sdg,Europe and Northern America,rural,Sanitation,2017,4.96001,12705892.61968,Unimproved
sdg,Europe and Northern America,urban,Sanitation,2017,0.86953,7365923.00953,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2017,97.6189,250067145.46756,At least basic
sdg,Europe and Northern America,total,Drinking water,2017,3.54859,39150994.9941,Basic service
sdg,Europe and Northern America,urban,Drinking water,2017,2.43082,20591867.35284,Basic service
sdg,Europe and Northern America,total,Drinking water,2017,0.49329,5442424.61275,Limited service
sdg,Europe and Northern America,rural,Drinking water,2017,0.46507,1191350.09197,Limited service
sdg,Europe and Northern America,urban,Drinking water,2017,0.50183,4251074.54748,Limited service
sdg,Europe and Northern America,total,Drinking water,2017,95.27737,1051177710.32622,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2017,96.76016,819669697.89985,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2017,0.03571,393945.07586,Surface water
sdg,Europe and Northern America,rural,Drinking water,2017,0.02335,59820.75527,Surface water
sdg,Europe and Northern America,urban,Drinking water,2017,0.03944,334124.32261,Surface water
sdg,Europe and Northern America,total,Drinking water,2017,0.64504,7116567.99217,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2017,1.89268,4848420.80275,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2017,0.26775,2268141.75881,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2000,46.80356,60252123.68522,At least basic
sdg,Latin America and the Caribbean,total,Sanitation,2000,61.95338,325747786.03514,Basic service
sdg,Latin America and the Caribbean,urban,Sanitation,2000,67.50813,268048422.99434,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2000,5.27993,27761620.92762,Limited service
sdg,Latin America and the Caribbean,rural,Sanitation,2000,3.32882,4285329.07434,Limited service
sdg,Latin America and the Caribbean,urban,Sanitation,2000,5.91252,23476291.93448,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2000,9.76524,51345146.95795,Open defecation
sdg,Latin America and the Caribbean,rural,Sanitation,2000,29.88555,38472872.77138,Open defecation
sdg,Latin America and the Caribbean,urban,Sanitation,2000,3.24189,12872273.36806,Open defecation
sdg,Latin America and the Caribbean,total,Sanitation,2000,11.53012,60624768.25687,Safely managed service
sdg,Latin America and the Caribbean,urban,Sanitation,2000,14.62547,58072008.72038,Safely managed service
sdg,Latin America and the Caribbean,total,Sanitation,2000,11.47133,60315659.32189,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2000,19.98207,25723724.14784,Unimproved
sdg,Latin America and the Caribbean,urban,Sanitation,2000,8.712,34591934.80396,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2000,71.14844,91592266.58265,At least basic
sdg,Latin America and the Caribbean,total,Drinking water,2000,34.12414,179423005.36491,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2000,14.20227,56391648.37607,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2000,0.86723,4559842.29854,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2000,2.47984,3192397.27011,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2000,0.34439,1367444.96302,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2000,56.22868,295647602.52164,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2000,82.37695,327086693.73529,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2000,2.6917,14152827.43789,Surface water
sdg,Latin America and the Caribbean,rural,Drinking water,2000,9.61348,12375827.28992,Surface water
sdg,Latin America and the Caribbean,urban,Drinking water,2000,0.44754,1776999.86613,Surface water
sdg,Latin America and the Caribbean,total,Drinking water,2000,6.08825,32011703.87701,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2000,16.75824,21573558.5361,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2000,2.62885,10438144.88111,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2001,48.13421,61906716.19341,At least basic
sdg,Latin America and the Caribbean,total,Sanitation,2001,62.47494,333085503.25203,Basic service
sdg,Latin America and the Caribbean,urban,Sanitation,2001,67.68983,273830982.23424,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2001,5.25593,28022040.101,Limited service
sdg,Latin America and the Caribbean,rural,Sanitation,2001,3.46617,4457937.01775,Limited service
sdg,Latin America and the Caribbean,urban,Sanitation,2001,5.82494,23564102.64666,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2001,9.25759,49356909.70274,Open defecation
sdg,Latin America and the Caribbean,rural,Sanitation,2001,28.66617,36868339.10466,Open defecation
sdg,Latin America and the Caribbean,urban,Sanitation,2001,3.08712,12488570.53699,Open defecation
sdg,Latin America and the Caribbean,total,Sanitation,2001,11.86907,63279992.3117,Safely managed service
sdg,Latin America and the Caribbean,urban,Sanitation,2001,14.98693,60627790.93213,Safely managed service
sdg,Latin America and the Caribbean,total,Sanitation,2001,11.14246,59406111.62254,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2001,19.73345,25379729.08338,Unimproved
sdg,Latin America and the Caribbean,urban,Sanitation,2001,8.41118,34026389.24283,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2001,72.14502,92787678.76369,At least basic
sdg,Latin America and the Caribbean,total,Drinking water,2001,34.24771,182591861.80248,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2001,14.32517,57950715.50655,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2001,0.83664,4460525.26716,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2001,2.40847,3097602.01895,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2001,0.33691,1362923.23693,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2001,56.54322,301460473.45816,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2001,82.39376,333313933.83319,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2001,2.60325,13879259.08121,Surface water
sdg,Latin America and the Caribbean,rural,Drinking water,2001,9.40747,12099200.82513,Surface water
sdg,Latin America and the Caribbean,urban,Drinking water,2001,0.44002,1780058.28121,Surface water
sdg,Latin America and the Caribbean,total,Drinking water,2001,5.76918,30758437.38099,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2001,16.03904,20628239.79157,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2001,2.50414,10130204.73456,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2002,49.4408,63563983.00314,At least basic
sdg,Latin America and the Caribbean,total,Sanitation,2002,62.95314,340169567.35267,Basic service
sdg,Latin America and the Caribbean,urban,Sanitation,2002,67.84125,279361965.79447,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2002,5.24519,28342579.25803,Limited service
sdg,Latin America and the Caribbean,rural,Sanitation,2002,3.61065,4642067.62609,Limited service
sdg,Latin America and the Caribbean,urban,Sanitation,2002,5.75552,23700511.89974,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2002,8.77067,47392628.61233,Open defecation
sdg,Latin America and the Caribbean,rural,Sanitation,2002,27.45667,35299899.15967,Open defecation
sdg,Latin America and the Caribbean,urban,Sanitation,2002,2.93664,12092729.78285,Open defecation
sdg,Latin America and the Caribbean,total,Sanitation,2002,12.20927,65973253.02263,Safely managed service
sdg,Latin America and the Caribbean,urban,Sanitation,2002,15.35181,63216875.42923,Safely managed service
sdg,Latin America and the Caribbean,total,Sanitation,2002,10.82173,58475606.74434,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2002,19.49188,25059904.86375,Unimproved
sdg,Latin America and the Caribbean,urban,Sanitation,2002,8.11479,33415697.43325,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2002,73.19928,94109279.42105,At least basic
sdg,Latin America and the Caribbean,total,Drinking water,2002,34.44156,186106241.8764,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2002,14.46161,59551161.18074,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2002,0.8032,4340141.91907,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2002,2.32304,2986637.15264,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2002,0.32869,1353504.7977,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2002,56.78821,306857145.76896,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2002,82.39753,339302951.64579,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2002,2.54079,13729237.92432,Surface water
sdg,Latin America and the Caribbean,rural,Drinking water,2002,9.30814,11967094.28845,Surface water
sdg,Latin America and the Caribbean,urban,Drinking water,2002,0.42793,1762143.72418,Surface water
sdg,Latin America and the Caribbean,total,Drinking water,2002,5.42624,29320867.50125,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2002,15.16954,19502843.79063,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2002,2.38424,9818018.99112,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2003,50.75777,65221651.33527,At least basic
sdg,Latin America and the Caribbean,total,Sanitation,2003,63.06487,345254215.10366,Basic service
sdg,Latin America and the Caribbean,urban,Sanitation,2003,67.55994,283051114.1948,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2003,5.23737,28672466.60527,Limited service
sdg,Latin America and the Caribbean,rural,Sanitation,2003,3.7681,4841857.18526,Limited service
sdg,Latin America and the Caribbean,urban,Sanitation,2003,5.688,23830609.5517,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2003,8.28495,45356689.71659,Open defecation
sdg,Latin America and the Caribbean,rural,Sanitation,2003,26.22048,33692241.34156,Open defecation
sdg,Latin America and the Caribbean,urban,Sanitation,2003,2.78412,11664448.46947,Open defecation
sdg,Latin America and the Caribbean,total,Sanitation,2003,12.91125,70683754.36342,Safely managed service
sdg,Latin America and the Caribbean,urban,Sanitation,2003,16.15064,67665205.87497,Safely managed service
sdg,Latin America and the Caribbean,total,Sanitation,2003,10.50156,57491716.51216,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2003,19.25365,24740143.64969,Unimproved
sdg,Latin America and the Caribbean,urban,Sanitation,2003,7.8173,32751570.64741,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2003,74.25485,95414427.29536,At least basic
sdg,Latin America and the Caribbean,total,Drinking water,2003,34.63709,189623805.58248,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2003,14.60126,61173884.05819,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2003,0.76951,4212757.07952,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2003,2.23338,2869806.49672,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2003,0.32054,1342950.59292,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2003,57.02408,312183360.97815,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2003,82.39842,345218857.47222,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2003,2.43948,13355129.51219,Surface water
sdg,Latin America and the Caribbean,rural,Drinking water,2003,9.05372,11633660.2519,Surface water
sdg,Latin America and the Caribbean,urban,Drinking water,2003,0.41089,1721469.28061,Surface water
sdg,Latin America and the Caribbean,total,Drinking water,2003,5.12984,28083789.14767,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2003,14.45805,18577999.46766,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2003,2.26888,9505787.33483,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2004,52.05859,66870131.7039,At least basic
sdg,Latin America and the Caribbean,total,Sanitation,2004,63.0844,349829126.7556,Basic service
sdg,Latin America and the Caribbean,urban,Sanitation,2004,67.18306,286260115.47642,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2004,5.22501,28974817.67267,Limited service
sdg,Latin America and the Caribbean,rural,Sanitation,2004,3.92938,5047354.24433,Limited service
sdg,Latin America and the Caribbean,urban,Sanitation,2004,5.61559,23927463.2336,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2004,7.81716,43349383.72581,Open defecation
sdg,Latin America and the Caribbean,rural,Sanitation,2004,24.99425,32105532.74202,Open defecation
sdg,Latin America and the Caribbean,urban,Sanitation,2004,2.63885,11243850.86178,Open defecation
sdg,Latin America and the Caribbean,total,Sanitation,2004,13.70027,75973692.2552,Safely managed service
sdg,Latin America and the Caribbean,urban,Sanitation,2004,17.0557,72672568.92485,Safely managed service
sdg,Latin America and the Caribbean,total,Sanitation,2004,10.17316,56414406.59072,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2004,19.01778,24428663.57987,Unimproved
sdg,Latin America and the Caribbean,urban,Sanitation,2004,7.50681,31985746.23311,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2004,75.29077,96712255.65397,At least basic
sdg,Latin America and the Caribbean,total,Drinking water,2004,34.83249,193160600.26379,Basic service
sdg,Latin America and the Caribbean,urban,Drinking water,2004,14.74337,62819978.01566,Basic service
sdg,Latin America and the Caribbean,total,Drinking water,2004,0.73803,4092656.6602,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2004,2.15061,2762499.07846,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2004,0.31218,1330157.56854,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2004,57.24764,317461861.47829,Safely managed service
sdg,Latin America and the Caribbean,urban,Drinking water,2004,82.39819,351090224.70095,Safely managed service
sdg,Latin America and the Caribbean,total,Drinking water,2004,2.34106,12982123.05513,Surface water
sdg,Latin America and the Caribbean,rural,Drinking water,2004,8.80228,11306676.00095,Surface water
sdg,Latin America and the Caribbean,urban,Drinking water,2004,0.39321,1675447.02956,Surface water
sdg,Latin America and the Caribbean,total,Drinking water,2004,4.84079,26844185.54203,Unimproved
sdg,Latin America and the Caribbean,rural,Drinking water,2004,13.75634,17670251.53686,Unimproved
sdg,Latin America and the Caribbean,urban,Drinking water,2004,2.15305,9173937.41504,Unimproved
sdg,Latin America and the Caribbean,rural,Sanitation,2005,54.47567,69949008.49119,At least basic
sdg,Latin America and the Caribbean,total,Sanitation,2005,63.57502,357072854.20904,Basic service
sdg,Latin America and the Caribbean,urban,Sanitation,2005,67.21934,291228972.27854,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2005,5.00974,28137477.54354,Limited service
sdg,Latin America and the Caribbean,rural,Sanitation,2005,4.01116,5150488.72995,Limited service
sdg,Latin America and the Caribbean,urban,Sanitation,2005,5.30569,22986989.03399,Limited service
