Type,Region,Residence Type,Service Type,Year,Coverage,Population,Service level
sdg,Eastern and South-Eastern Asia,total,Sanitation,2002,4.95753,102593588.40022,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2002,3.79786,44734101.38093,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2002,6.48961,57859485.29428,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2002,6.67161,138065472.16199,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2002,10.19597,120096107.45621,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2002,2.01547,17969362.81443,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2002,32.48645,672290527.3648,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2002,27.71927,326499062.98379,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2002,27.66455,246649139.12084,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2002,25.49499,527605794.28124,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2002,37.20683,438250999.95156,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2002,10.02218,89354819.77422,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2002,82.86645,1714878844.22971,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2002,72.40397,852830249.72446,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2002,5.59307,49866164.01136,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2002,0.99417,20573806.07504,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2002,1.14541,13491558.08046,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2002,0.79436,7082247.68062,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2002,91.09564,812182402.40965,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2002,3.23786,67005939.80061,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2002,5.34381,62943527.25015,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2002,0.45565,4062411.66739,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2002,12.90151,266990251.89465,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2002,21.10681,248612420.35232,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2002,2.06129,18377860.82477,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2003,30.44705,634949844.03795,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2003,22.00796,256146959.94412,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2003,52.5917,484653549.51959,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2003,5.12431,106863572.47686,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2003,4.04591,47089712.66267,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2003,6.4863,59773861.51856,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2003,6.34306,132279654.2034,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2003,9.84272,114557773.68274,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2003,1.92307,17721883.06964,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2003,33.97424,708506806.46219,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2003,28.47428,331407475.50374,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2003,29.43429,271248686.91168,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2003,24.11134,502823468.81751,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2003,35.62913,414681515.72152,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2003,9.56463,88141927.46572,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2003,83.68618,1745211125.90304,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2003,73.32908,853464994.50062,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2003,5.61684,51761464.13228,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2003,0.98478,20536862.03181,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2003,1.16698,13582241.9329,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2003,0.75467,6954620.46244,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2003,91.15012,839984695.74933,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2003,3.13609,65400796.85968,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2003,5.2701,61337870.02716,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2003,0.44088,4062928.13007,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2003,12.19295,254274561.20339,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2003,20.23384,235498331.05412,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2003,2.03748,18776200.012,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2004,30.34873,637689730.93482,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2004,22.76958,261707925.63743,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2004,51.36624,488920099.39195,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2004,5.28862,111124926.64755,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2004,4.29945,49416783.84645,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2004,6.48309,61708143.36095,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2004,6.01764,126443029.94706,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2004,9.4841,109007977.39543,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2004,1.83174,17435052.08901,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2004,35.59412,747906236.7711,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2004,29.39272,337832734.56925,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2004,31.2172,297135215.42849,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2004,22.75089,478043222.69737,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2004,34.05415,391410087.87139,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2004,9.10173,86633127.40869,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2004,84.48934,1775296099.43873,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2004,74.25885,853512989.47475,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2004,5.64197,53702084.78387,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2004,0.97283,20441193.19538,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2004,1.18612,13632959.67562,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2004,0.71528,6808233.52833,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2004,91.20111,868081032.78165,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2004,3.03367,63743764.48479,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2004,5.19284,59685280.8282,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2004,0.42639,4058483.32385,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2004,11.50415,241726089.8811,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2004,19.36219,222544279.34138,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2004,2.01525,19181803.26234,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2005,30.11451,637458452.329,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2005,23.39147,265370089.91276,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2005,50.13714,492501202.07373,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2005,5.44708,115302796.48129,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2005,4.55779,51706881.70719,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2005,6.47413,63595914.17886,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2005,5.69608,120573485.2595,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2005,9.12051,103469737.46663,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2005,1.74118,17103748.65383,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2005,37.32774,790146795.70265,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2005,30.44805,345425082.72774,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2005,33.01498,324308865.05276,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2005,21.4146,453300297.22757,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2005,32.48219,368501936.04308,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2005,8.63256,84798369.18554,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2005,85.27433,1805071446.34916,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2005,75.19007,853011629.03961,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2005,5.66737,55671006.13563,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2005,0.95797,20278104.85215,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2005,1.202,13636344.82596,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2005,0.67614,6641760.05737,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2005,91.25333,896388803.14811,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2005,2.81862,59663930.65616,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2005,4.90234,55615746.45009,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2005,0.41211,4048184.765,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2005,10.94909,231768345.14254,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2005,18.70559,212210007.54061,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2005,1.99106,19558345.03664,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2006,29.92912,638132816.66089,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2006,23.88627,267509575.76816,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2006,36.61501,370623243.83783,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2006,5.60128,119427543.92978,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2006,4.81899,53969338.78505,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2006,6.46682,65458205.48572,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2006,5.37716,114649042.88621,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2006,8.74778,97969008.22827,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2006,1.64787,16680032.50336,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2006,38.98084,831128868.56458,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2006,31.63402,354279001.78003,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2006,47.10946,476849870.30472,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2006,20.1116,428809002.95854,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2006,30.91295,346203555.72784,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2006,8.16084,82605442.57791,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2006,86.02717,1834226030.42902,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2006,76.11814,852470227.00877,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2006,5.68843,57579277.30348,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2006,0.94921,20238542.40305,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2006,1.226,13730347.58757,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2006,0.64296,6508194.6267,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2006,91.30223,924176530.09003,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2006,2.61002,55649366.36691,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2006,4.60917,51619514.51269,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2006,0.39812,4029850.58904,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2006,10.4136,222033335.79889,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2006,18.04669,202110391.18032,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2006,1.96825,19922942.09928,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2007,29.46298,632677031.20543,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2007,24.26067,268177372.4934,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2007,34.98202,364499656.5211,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2007,5.72199,122871760.24883,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2007,5.04399,55756271.50594,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2007,6.44126,67115488.49734,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2007,5.06029,108662788.38364,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2007,8.36725,92491503.08412,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2007,1.552,16171287.20752,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2007,40.92075,878716792.51791,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2007,32.98029,364563958.45492,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2007,49.34464,514152830.63011,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2007,18.83399,404434124.6442,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2007,29.34781,324410545.75622,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2007,7.68008,80023582.84823,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2007,86.76188,1863092091.55647,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2007,77.05224,851735156.64739,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2007,5.71569,59555392.98847,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2007,0.93849,20152751.47056,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2007,1.2475,13789897.83777,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2007,0.61066,6362853.82082,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2007,91.34697,951801538.51703,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2007,2.41066,51765691.01202,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2007,4.31385,47685245.65298,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2007,0.39161,4080446.44516,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2007,9.88897,212351962.96095,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2007,17.38641,192189351.15645,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2007,1.93506,20162613.93177,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2008,28.91153,625219996.65946,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2008,24.54571,267675772.53351,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2008,33.35275,357544225.10757,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2008,5.83794,126247042.66001,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2008,5.27013,57471765.16444,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2008,6.41556,68775277.71396,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2008,4.74659,102646251.12354,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2008,7.98085,87032792.69341,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2008,1.45647,15613458.85351,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2008,42.92491,928263218.8756,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2008,34.41476,375299783.67626,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2008,51.58202,552963436.52109,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2008,17.57903,380151382.70923,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2008,27.78855,303039669.98973,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2008,7.1932,77111709.77668,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2008,87.47944,1891767249.89301,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2008,77.98985,850494693.97728,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2008,5.74334,61569118.28644,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2008,0.92578,20020307.72091,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2008,1.2668,13814679.57848,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2008,0.57888,6205628.2052,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2008,91.38956,979703440.84354,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2008,2.23269,48282530.07021,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2008,4.0486,44150732.73277,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2008,0.38543,4131797.55537,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2008,9.36209,202457804.34804,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2008,16.69476,182059677.77098,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2008,1.9028,20398123.08013,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2009,28.27188,615696271.32332,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2009,24.72336,265884588.76901,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2009,31.73384,349811681.91247,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2009,5.94895,129554326.22845,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2009,5.49709,59117792.84665,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2009,6.38978,70436533.3512,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2009,4.43591,96603926.24372,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2009,7.58716,81595221.03831,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2009,1.36154,15008706.40795,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2009,44.99587,979906187.19232,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2009,35.95639,386689059.03163,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2009,53.81483,593217125.9487,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2009,16.34739,356008464.01437,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2009,26.23601,282152240.77737,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2009,6.70001,73856224.91781,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2009,88.17916,1920338469.53009,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2009,78.93139,848858834.59881,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2009,5.77288,63636211.57229,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2009,0.91091,19837506.92817,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2009,1.28341,13802297.1041,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2009,0.5475,6035209.9744,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2009,91.42844,1007843421.99871,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2009,2.04283,44488049.50487,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2009,3.74755,40302568.31912,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2009,0.37969,4185481.82895,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2009,8.86711,193105149.03688,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2009,16.03766,172475202.44093,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2009,1.87149,20629947.16268,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2010,27.55049,604225440.73171,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2010,24.79734,262891292.02541,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2010,30.12665,341334150.76527,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2010,6.05477,132790477.09205,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2010,5.72435,60687202.14604,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2010,6.36394,72103275.29031,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2010,4.12915,90558800.26688,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2010,7.18864,76211019.51518,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2010,1.26636,14347779.7041,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2010,47.12727,1033574787.79204,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2010,37.59974,398617057.76636,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2010,56.04229,634957735.42879,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2010,15.13832,332006981.11732,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2010,24.68993,261752519.73423,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2010,6.20076,70254454.62423,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2010,88.86084,1948857213.75461,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2010,79.8756,846808436.50145,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2010,5.80476,65767829.74912,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2010,0.89408,19608564.73976,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2010,1.29752,13755751.46298,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2010,0.51658,5852813.15165,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2010,91.46367,1036280954.18592,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2010,1.85887,40767830.77385,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2010,3.44553,36528134.06817,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2010,0.3742,4239696.1517,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2010,8.38622,183922877.72958,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2010,15.38135,163066769.15356,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2010,1.84079,20856102.57432,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2011,26.74705,590769546.9653,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2011,24.78313,259410619.31555,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2011,28.51614,331358927.35926,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2011,6.15404,135925919.99141,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2011,5.94421,62219433.86069,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2011,6.34304,73706486.17071,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2011,3.82751,84539249.49723,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2011,6.77776,70944328.99849,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2011,1.16995,13594921.87727,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2011,49.30906,1089102782.35724,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2011,39.3614,412004739.55709,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2011,58.26981,677098039.48542,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2011,13.96234,308390149.18883,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2011,23.1335,242143661.30382,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2011,5.70105,66246490.07171,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2011,89.51576,1977159233.51724,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2011,80.83762,846145789.20667,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2011,5.94045,69028359.16828,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2011,0.87544,19336006.84777,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2011,1.30709,13681619.09313,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2011,0.48661,5654387.96473,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2011,91.39248,1061985083.24844,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2011,1.68304,37173758.23317,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2011,3.13983,32865325.23151,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2011,0.37078,4308433.67889,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2011,7.92577,175058649.39962,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2011,14.71546,154030049.50433,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2011,1.80968,21028600.90403,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2012,25.87591,575583819.25134,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2012,24.67412,255092618.26732,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2012,26.91951,320491199.54006,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2012,6.2476,138971737.07111,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2012,6.16106,63695895.63561,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2012,6.32276,75275841.08797,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2012,3.5311,78545798.19474,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2012,6.35776,65729476.34045,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2012,1.0765,12816321.66014,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2012,51.53404,1146323444.96889,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2012,41.22252,426177745.20812,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2012,60.4883,720145696.87814,Safely managed service
